evaluation,mae
2.000000000000000000e+00,2.899946889877319478e+01
1.000000000000000000e+01,2.875054521560668874e+01
2.000000000000000000e+01,2.033028703689575067e+01
3.000000000000000000e+01,2.029574785232544087e+01
4.000000000000000000e+01,1.091542053222656250e+01
5.000000000000000000e+01,9.576448593139648580e+00
6.000000000000000000e+01,9.585750579833984375e+00
7.000000000000000000e+01,9.356651763916016051e+00
8.000000000000000000e+01,4.910544433593750036e+00
9.000000000000000000e+01,3.280555114746093626e+00
1.000000000000000000e+02,3.240040588378906072e+00
