evaluation,mae
2.000000000000000000e+00,2.943370740890502901e+01
1.000000000000000000e+01,1.529689315795898352e+01
2.000000000000000000e+01,3.808077278137206978e+00
3.000000000000000000e+01,3.126637840270996005e+00
4.000000000000000000e+01,3.013964653015136719e+00
5.000000000000000000e+01,3.000500335693359499e+00
6.000000000000000000e+01,2.933982810974121058e+00
7.000000000000000000e+01,1.773856430053710964e+00
8.000000000000000000e+01,1.591299285888671866e+00
9.000000000000000000e+01,1.566939849853515643e+00
1.000000000000000000e+02,1.461900634765624929e+00
