controllable,dynamic,output
-6.496199607849121094e+00,-2.895580554513670357e+00,-3.868902969360351562e+01
-6.496199607849121094e+00,-6.060753342725272219e+00,-4.391875839233398438e+01
-6.496199607849121094e+00,-5.192354641215663591e+00,-4.032406234741210938e+01
-6.496199607849121094e+00,5.294752922269442053e+00,-3.909803771972656250e+01
-6.496199607849121094e+00,4.943127786394068579e+00,-3.869477081298828125e+01
-6.496199607849121094e+00,-5.653854482811293103e+00,-4.250893783569335938e+01
-6.496199607849121094e+00,-7.147254675257524781e+00,-4.208190917968750000e+01
-6.496199607849121094e+00,1.390124125769800045e+00,-3.772792816162109375e+01
-6.496199607849121094e+00,1.850207220059541413e+00,-3.780316925048828125e+01
-6.496199607849121094e+00,7.138618663427319433e+00,-4.018033981323242188e+01
-6.496199607849121094e+00,2.923767973051111468e+00,-3.794987487792968750e+01
-6.496199607849121094e+00,6.357965292115531852e+00,-4.079377746582031250e+01
-6.496199607849121094e+00,-2.367354128103862365e+00,-3.892173385620117188e+01
-6.496199607849121094e+00,4.139243999881237812e+00,-3.891812515258789062e+01
-6.496199607849121094e+00,-1.148675012593224132e+00,-3.801927185058593750e+01
-6.496199607849121094e+00,8.898234303831578984e+00,-4.171293258666992188e+01
-6.496199607849121094e+00,8.541797455012723361e+00,-4.281491851806640625e+01
-6.496199607849121094e+00,-4.406029276002900730e+00,-4.072084426879882812e+01
-6.496199607849121094e+00,7.469820416776050465e+00,-4.151567459106445312e+01
-6.496199607849121094e+00,-5.393801558958370990e+00,-4.112947463989257812e+01
-6.496199607849121094e+00,-1.654289984155997040e+00,-3.847834777832031250e+01
-6.496199607849121094e+00,5.641659538412607588e+00,-4.002495193481445312e+01
-6.496199607849121094e+00,4.628472436165319337e+00,-3.878797912597656250e+01
-6.496199607849121094e+00,6.450523441050954432e+00,-4.064413452148437500e+01
-6.496199607849121094e+00,-6.407757060601968035e+00,-4.334980392456054688e+01
-6.496199607849121094e+00,4.233341210274893740e+00,-3.893815994262695312e+01
-6.496199607849121094e+00,-4.610307799960450481e+00,-4.033201980590820312e+01
-6.496199607849121094e+00,8.744598117561821482e-01,-3.771628952026367188e+01
-6.496199607849121094e+00,-3.659691370694863721e+00,-4.007714080810546875e+01
-6.496199607849121094e+00,1.995456801980289185e+00,-3.783913040161132812e+01
-6.496199607849121094e+00,9.015931574474297605e+00,-4.173373031616210938e+01
-6.496199607849121094e+00,9.754872225619990900e+00,-4.662041473388671875e+01
-6.496199607849121094e+00,-2.517175655506942000e+00,-3.885415649414062500e+01
-6.496199607849121094e+00,-2.840380355812026636e-01,-3.790217590332031250e+01
-6.496199607849121094e+00,-1.095873057620995183e-01,-3.786690902709960938e+01
-6.496199607849121094e+00,6.809206250751138612e+00,-4.000828933715820312e+01
-6.496199607849121094e+00,3.462721565543665392e+00,-3.826171493530273438e+01
-6.496199607849121094e+00,-7.012824150571605131e+00,-4.172973251342773438e+01
-6.496199607849121094e+00,-3.369971104040944354e+00,-3.926852416992187500e+01
-6.496199607849121094e+00,1.146041189084034073e+00,-3.771667098999023438e+01
-6.496199607849121094e+00,9.372070296092616104e+00,-4.342954635620117188e+01
-6.496199607849121094e+00,-6.703473291432793246e-01,-3.793237304687500000e+01
-6.496199607849121094e+00,5.164924834709818668e-01,-3.773680496215820312e+01
-6.496199607849121094e+00,-8.122939348252156577e+00,-4.792718505859375000e+01
-6.496199607849121094e+00,2.414596303125227550e+00,-3.791944885253906250e+01
-6.496199607849121094e+00,7.891226425297819702e+00,-4.356558609008789062e+01
-6.496199607849121094e+00,3.138116727848366594e+00,-3.801422882080078125e+01
-6.496199607849121094e+00,-1.469142204218608860e+00,-3.826839065551757812e+01
-6.496199607849121094e+00,-3.851156395472619565e+00,-4.057803344726562500e+01
-6.496199607849121094e+00,-7.485687297130771078e+00,-4.436476898193359375e+01
