controllable,dynamic,output
-8.046740913050349775e+00,7.346318765181557353e+00,1.044514857537390107e+01
-7.500000000000000000e+00,5.872519493103027344e+00,2.227594947814941406e+01
-6.390565872192382812e+00,6.380548477172851562e+00,4.052033233642578125e+01
-5.596456527709960938e+00,6.693552494049072266e+00,2.618490409851074219e+01
-5.498631477355957031e+00,5.383074760437011719e+00,2.285238075256347656e+01
-6.590933322906494141e+00,4.809561729431152344e+00,3.850482559204101562e+01
-6.440481185913085938e+00,4.509326457977294922e+00,3.879126739501953125e+01
-6.473159313201904297e+00,5.055664062500000000e+00,3.873959350585937500e+01
-6.458402633666992188e+00,5.623773097991943359e+00,3.994184875488281250e+01
-6.431214809417724609e+00,5.483933448791503906e+00,3.947702026367187500e+01
-6.459706306457519531e+00,6.667027473449707031e+00,4.019436645507812500e+01
-6.486950874328613281e+00,6.539639949798583984e+00,4.047125244140625000e+01
-6.426221370697021484e+00,6.431148052215576172e+00,4.057248687744140625e+01
-6.458053588867187500e+00,7.383327484130859375e+00,4.104735183715820312e+01
-6.449659347534179688e+00,7.918618202209472656e+00,4.360306930541992188e+01
-6.571951866149902344e+00,6.902260780334472656e+00,3.981806182861328125e+01
-6.595790863037109375e+00,6.722548961639404297e+00,3.990981292724609375e+01
-6.364717483520507812e+00,7.182495594024658203e+00,3.992358398437500000e+01
-6.485829830169677734e+00,7.882195472717285156e+00,4.353329086303710938e+01
-6.427618980407714844e+00,7.443024635314941406e+00,4.127429199218750000e+01
-6.547957897186279297e+00,7.559255123138427734e+00,4.193910217285156250e+01
-6.365058898925781250e+00,7.229298114776611328e+00,4.007205963134765625e+01
-6.563713073730468750e+00,7.879736423492431641e+00,4.342770385742187500e+01
-6.597325801849365234e+00,6.443586349487304688e+00,4.043291473388671875e+01
-6.628106117248535156e+00,7.130401134490966797e+00,3.978057479858398438e+01
-6.358883857727050781e+00,5.949172973632812500e+00,4.036227798461914062e+01
-6.687599182128906250e+00,5.388064384460449219e+00,3.851177978515625000e+01
-6.349785804748535156e+00,6.443531990051269531e+00,4.019673538208007812e+01
-6.619395732879638672e+00,6.514910697937011719e+00,4.019001770019531250e+01
-6.280746459960937500e+00,5.373420715332031250e+00,3.829096603393554688e+01
-6.701717376708984375e+00,4.399599552154541016e+00,3.798711776733398438e+01
