evaluation,mae
2.000000000000000000e+00,3.332194119453430403e+01
1.000000000000000000e+01,2.783499122619629063e+01
2.000000000000000000e+01,1.774884914398193203e+01
3.000000000000000000e+01,1.232672552108764563e+01
4.000000000000000000e+01,9.699640750885009766e+00
5.000000000000000000e+01,7.521272125244141016e+00
6.000000000000000000e+01,6.010204772949219176e+00
7.000000000000000000e+01,4.794026107788085689e+00
8.000000000000000000e+01,4.539532699584960973e+00
9.000000000000000000e+01,4.345960845947265838e+00
1.000000000000000000e+02,4.077606849670409872e+00
