evaluation,mae
2.000000000000000000e+00,3.084914403915405146e+01
1.000000000000000000e+01,2.450107789993286289e+01
2.000000000000000000e+01,2.079019943237304702e+01
3.000000000000000000e+01,1.229108531951904304e+01
4.000000000000000000e+01,5.372736549377441051e+00
5.000000000000000000e+01,4.432124633789062074e+00
6.000000000000000000e+01,3.373081016540527166e+00
7.000000000000000000e+01,2.446682586669921999e+00
8.000000000000000000e+01,2.458554191589355398e+00
9.000000000000000000e+01,2.463794097900390501e+00
1.000000000000000000e+02,1.952979125976562536e+00
