controllable,dynamic,output
2.280784447813367422e+00,-7.120816511950735617e+00,5.927457106219597982e+00
4.127779006958007812e-01,-8.295614242553710938e+00,9.994254112243652344e+00
-1.250483036041259766e+00,-9.090598106384277344e+00,9.296258926391601562e+00
-2.628411769866943359e+00,-1.000000000000000000e+01,2.363513183593750000e+01
-4.255686759948730469e+00,-1.000000000000000000e+01,1.755013084411621094e+01
-1.707108974456787109e+00,-1.000000000000000000e+01,2.003789901733398438e+01
-1.224135398864746094e+00,-1.000000000000000000e+01,1.783025360107421875e+01
-2.836669445037841797e+00,-9.769516944885253906e+00,2.203785896301269531e+01
-2.992394924163818359e+00,-1.000000000000000000e+01,2.322902679443359375e+01
-2.877698421478271484e+00,-1.000000000000000000e+01,2.350816535949707031e+01
-2.842704296112060547e+00,-1.000000000000000000e+01,2.356578063964843750e+01
-2.840722799301147461e+00,-1.000000000000000000e+01,2.356865310668945312e+01
-5.413351058959960938e+00,-8.606582641601562500e+00,2.683263587951660156e+01
-5.118246555328369141e+00,-1.000000000000000000e+01,2.733383178710937500e+01
-5.461415767669677734e+00,-9.858319282531738281e+00,3.470998001098632812e+01
-7.286757469177246094e+00,-9.543074607849121094e+00,3.623516082763671875e+01
-7.490682125091552734e+00,-1.000000000000000000e+01,3.475457763671875000e+01
-6.715703487396240234e+00,-8.679186820983886719e+00,4.388271331787109375e+01
-7.476544857025146484e+00,-8.200959205627441406e+00,3.010097885131835938e+01
-7.399460792541503906e+00,-9.032618522644042969e+00,2.851652145385742188e+01
-1.403139591217041016e+00,-9.215486526489257812e+00,1.067582893371582031e+01
-3.051692008972167969e+00,-8.276519775390625000e+00,1.771144866943359375e+01
2.572810173034667969e+00,-9.317271232604980469e+00,1.017727565765380859e+01
-7.470786094665527344e+00,-9.888681411743164062e+00,3.478767013549804688e+01
-5.813487052917480469e+00,-8.778369903564453125e+00,3.561065673828125000e+01
-7.422833919525146484e+00,-7.352058887481689453e+00,2.711119270324707031e+01
-2.964128971099853516e+00,-7.801431655883789062e+00,1.741267395019531250e+01
-5.249848365783691406e+00,-6.450069904327392578e+00,2.063572883605957031e+01
7.492338180541992188e+00,-7.353373050689697266e+00,9.947593688964843750e+00
-6.774971008300781250e+00,-7.237801551818847656e+00,4.082718276977539062e+01
2.125238418579101562e+00,-6.598447322845458984e+00,6.256817817687988281e+00
-5.512443542480468750e+00,-6.510231971740722656e+00,2.684584426879882812e+01
2.304345130920410156e+00,-5.916330337524414062e+00,7.623582363128662109e+00
1.619381904602050781e-01,-4.763368606567382812e+00,2.817274332046508789e+00
-2.366850852966308594e+00,-5.277745723724365234e+00,1.088558006286621094e+01
-6.475724220275878906e+00,-4.511960029602050781e+00,4.051877212524414062e+01
-7.406073570251464844e+00,-3.202982425689697266e+00,2.323499679565429688e+01
-4.842991828918457031e+00,-4.349435806274414062e+00,1.020386695861816406e+01
-5.660301208496093750e+00,-5.059546947479248047e+00,2.762258148193359375e+01
