evaluation,mae
2.000000000000000000e+00,2.907872123718261648e+01
1.000000000000000000e+01,2.350311422348022461e+01
2.000000000000000000e+01,2.214220232009887823e+01
3.000000000000000000e+01,2.172821439743042049e+01
4.000000000000000000e+01,1.031720554351806562e+01
5.000000000000000000e+01,4.762892341613769176e+00
6.000000000000000000e+01,3.619624366760254119e+00
7.000000000000000000e+01,2.749203834533691548e+00
8.000000000000000000e+01,1.951158180236816309e+00
9.000000000000000000e+01,1.657980880737304652e+00
1.000000000000000000e+02,1.272073898315429608e+00
