evaluation,mae
2.000000000000000000e+00,3.220923057556152003e+01
1.000000000000000000e+01,2.333650695800781349e+01
2.000000000000000000e+01,2.103814302444457951e+01
3.000000000000000000e+01,1.788831462860107280e+01
4.000000000000000000e+01,1.915376304626464687e+01
5.000000000000000000e+01,1.580253576278686545e+01
6.000000000000000000e+01,1.599549983978271506e+01
7.000000000000000000e+01,1.085894763946533281e+01
8.000000000000000000e+01,8.921320343017578480e+00
9.000000000000000000e+01,5.987850532531738601e+00
1.000000000000000000e+02,4.816141395568847905e+00
