evaluation,mae
2.000000000000000000e+00,3.063676971435547003e+01
1.000000000000000000e+01,2.503269746780395621e+01
2.000000000000000000e+01,2.328120334625243970e+01
3.000000000000000000e+01,2.305485395431518469e+01
4.000000000000000000e+01,1.099367269515991197e+01
5.000000000000000000e+01,8.815490760803221804e+00
6.000000000000000000e+01,7.171960334777832458e+00
7.000000000000000000e+01,3.205626296997070135e+00
8.000000000000000000e+01,3.087895698547363121e+00
9.000000000000000000e+01,2.816715507507324023e+00
1.000000000000000000e+02,2.116656723022460884e+00
