evaluation,mae
2.000000000000000000e+00,3.081435211181640454e+01
1.000000000000000000e+01,2.223732284545898352e+01
2.000000000000000000e+01,1.057756490707397390e+01
3.000000000000000000e+01,9.366679286956786754e+00
4.000000000000000000e+01,7.454928550720214986e+00
5.000000000000000000e+01,3.669902305603027326e+00
6.000000000000000000e+01,2.841758079528808434e+00
7.000000000000000000e+01,1.426023559570312571e+00
8.000000000000000000e+01,1.399108428955078143e+00
9.000000000000000000e+01,1.394987945556640518e+00
1.000000000000000000e+02,1.431554260253906197e+00
