controllable,dynamic,output
-6.496199607849121094e+00,8.975942362692682863e+00,-4.169692230224609375e+01
-6.496199607849121094e+00,7.646411084841380656e+00,-4.246946334838867188e+01
-6.496199607849121094e+00,1.742547936378125994e-01,-3.779738616943359375e+01
-6.496199607849121094e+00,2.361319641082361365e+00,-3.791344451904296875e+01
-6.496199607849121094e+00,4.818718810859706103e+00,-3.869860839843750000e+01
-6.496199607849121094e+00,2.881504385406033375e+00,-3.794409942626953125e+01
-6.496199607849121094e+00,8.034541917609375972e+00,-4.389176940917968750e+01
-6.496199607849121094e+00,1.519132300767904287e+00,-3.774103927612304688e+01
-6.496199607849121094e+00,9.289577202643162224e+00,-4.283908081054687500e+01
-6.496199607849121094e+00,8.721824034056949060e+00,-4.210932159423828125e+01
-6.496199607849121094e+00,-3.672583845652128698e-01,-3.791418457031250000e+01
-6.496199607849121094e+00,5.094229474149660319e+00,-3.878572463989257812e+01
-6.496199607849121094e+00,9.641685308201015658e+00,-4.572121047973632812e+01
-6.496199607849121094e+00,9.400632491234059529e+00,-4.365394973754882812e+01
-6.496199607849121094e+00,3.618523630710926753e+00,-3.843603515625000000e+01
-6.496199607849121094e+00,1.869158742411436869e+00,-3.780773162841796875e+01
-6.496199607849121094e+00,4.236434244653652925e+00,-3.893836212158203125e+01
-6.496199607849121094e+00,2.069507721347731533e+00,-3.785739898681640625e+01
-6.496199607849121094e+00,9.912846460604908927e+00,-4.755265045166015625e+01
-6.496199607849121094e+00,6.214780870501581234e+00,-4.092828369140625000e+01
-6.496199607849121094e+00,5.310181399940539393e+00,-3.913087844848632812e+01
-6.496199607849121094e+00,1.111715718174789647e+00,-3.771607208251953125e+01
-6.496199607849121094e+00,2.186837421711490759e+00,-3.788397216796875000e+01
-6.496199607849121094e+00,4.626673392925202410e-01,-3.774339294433593750e+01
-6.496199607849121094e+00,7.612794290456854629e-01,-3.771930694580078125e+01
-6.496199607849121094e+00,9.247129557151072543e-01,-3.771562576293945312e+01
-6.496199607849121094e+00,4.626473984068887546e+00,-3.878917312622070312e+01
-6.496199607849121094e+00,2.628473714582220122e+00,-3.793133926391601562e+01
-6.496199607849121094e+00,8.357217854185911676e+00,-4.352339553833007812e+01
-6.496199607849121094e+00,2.983657737077395566e+00,-3.796136093139648438e+01
-6.496199607849121094e+00,3.923249498468744711e+00,-3.877571487426757812e+01
-6.496199607849121094e+00,3.417161285307342977e-01,-3.776235198974609375e+01
-6.496199607849121094e+00,7.787948770862374914e+00,-4.316693496704101562e+01
-6.496199607849121094e+00,6.452898241190014872e+00,-4.063983535766601562e+01
-6.496199607849121094e+00,5.551267019023447880e+00,-3.976101684570312500e+01
-6.496199607849121094e+00,6.574231282047495739e+00,-4.040387725830078125e+01
-6.496199607849121094e+00,6.842038556683364803e+00,-3.997700881958007812e+01
-6.496199131011962891e+00,1.425326602702637890e+00,-3.773091506958007812e+01
-6.496199607849121094e+00,4.471706591675525644e+00,-3.887864685058593750e+01
-6.496199607849121094e+00,4.088652396474524942e+00,-3.889625167846679688e+01
-6.496199607849121094e+00,3.462409804454094076e+00,-3.826139450073242188e+01
-6.496199607849121094e+00,-1.529383702734724293e-01,-3.787672424316406250e+01
-6.496199607849121094e+00,8.770215770957843660e+00,-4.195941925048828125e+01
-6.496199607849121094e+00,3.239600358489483689e+00,-3.807110595703125000e+01
-6.496199607849121094e+00,7.137182449423908892e+00,-4.017695999145507812e+01
-6.496199607849121094e+00,7.392781866480842012e+00,-4.112452316284179688e+01
-6.496199607849121094e+00,5.677232827055529896e+00,-4.012747192382812500e+01
-6.496199607849121094e+00,5.885618260923202172e+00,-4.065128326416015625e+01
-6.496199607849121094e+00,8.219985849724501747e+00,-4.385750198364257812e+01
-6.496199607849121094e+00,7.011034714931050793e+00,-3.997423171997070312e+01
