evaluation,mae
2.000000000000000000e+00,2.996907533645629940e+01
1.000000000000000000e+01,2.878457921028137179e+01
2.000000000000000000e+01,2.529412292480468594e+01
3.000000000000000000e+01,2.474478948593139549e+01
4.000000000000000000e+01,2.348082553863525490e+01
5.000000000000000000e+01,2.165589443206787124e+01
6.000000000000000000e+01,2.144317352294921974e+01
7.000000000000000000e+01,1.772032726287841697e+01
8.000000000000000000e+01,1.384556423187255803e+01
9.000000000000000000e+01,1.236755775451660178e+01
1.000000000000000000e+02,1.086227279663085987e+01
