controllable,dynamic,output
6.099444903520307548e+00,6.130963261509542406e+00,2.032479946482762045e+01
6.099444866180419922e+00,6.801513195037841797e+00,1.940414428710937500e+01
5.793555259704589844e+00,6.021646499633789062e+00,1.924898719787597656e+01
7.267382621765136719e+00,7.004793643951416016e+00,8.724729537963867188e+00
5.861859798431396484e+00,8.051118850708007812e+00,2.267234802246093750e+01
5.860030174255371094e+00,8.873814582824707031e+00,2.049354171752929688e+01
5.675374031066894531e+00,7.984770774841308594e+00,2.135848426818847656e+01
5.610044002532958984e+00,7.837684631347656250e+00,2.037068939208984375e+01
5.610821723937988281e+00,6.572208881378173828e+00,1.741184997558593750e+01
6.020994186401367188e+00,7.761376380920410156e+00,2.235359191894531250e+01
6.017740249633789062e+00,9.182136535644531250e+00,2.153341102600097656e+01
5.881815910339355469e+00,1.000000000000000000e+01,2.669748687744140625e+01
5.948312759399414062e+00,9.401603698730468750e+00,2.278119087219238281e+01
6.050965785980224609e+00,8.490710258483886719e+00,2.237952995300292969e+01
5.808118820190429688e+00,9.644603729248046875e+00,2.421691513061523438e+01
5.827810764312744141e+00,8.978993415832519531e+00,2.028227233886718750e+01
6.074236392974853516e+00,9.263872146606445312e+00,2.205122947692871094e+01
5.775471687316894531e+00,9.912720680236816406e+00,2.582180404663085938e+01
5.703576087951660156e+00,9.060777664184570312e+00,1.957883262634277344e+01
6.057426452636718750e+00,8.515375137329101562e+00,2.228530120849609375e+01
6.051621437072753906e+00,8.728633880615234375e+00,2.144023513793945312e+01
5.893993854522705078e+00,9.900999069213867188e+00,2.641148185729980469e+01
5.870768070220947266e+00,8.997013092041015625e+00,2.051793289184570312e+01
6.031004905700683594e+00,9.561527252197265625e+00,2.435131645202636719e+01
5.980898380279541016e+00,9.981250762939453125e+00,2.701031494140625000e+01
6.033460140228271484e+00,1.000000000000000000e+01,2.716840744018554688e+01
6.085358619689941406e+00,1.000000000000000000e+01,2.722264289855957031e+01
6.132142543792724609e+00,1.000000000000000000e+01,2.722291946411132812e+01
6.216178417205810547e+00,9.373055458068847656e+00,2.270299911499023438e+01
6.136510372161865234e+00,1.000000000000000000e+01,2.722057914733886719e+01
6.222219944000244141e+00,8.631084442138671875e+00,2.169787216186523438e+01
6.199498653411865234e+00,9.077417373657226562e+00,2.115414619445800781e+01
