evaluation,mae
2.000000000000000000e+00,3.397304088592529325e+01
1.000000000000000000e+01,3.055869019508361717e+01
2.000000000000000000e+01,2.543678562164306811e+01
3.000000000000000000e+01,2.408546110153198327e+01
4.000000000000000000e+01,2.312751548767089815e+01
5.000000000000000000e+01,2.162609554290771641e+01
6.000000000000000000e+01,2.143559066772461108e+01
7.000000000000000000e+01,2.057166162490844741e+01
8.000000000000000000e+01,2.062092527389526353e+01
9.000000000000000000e+01,2.072611991882324389e+01
1.000000000000000000e+02,2.067384925842285170e+01
