evaluation,mae
2.000000000000000000e+00,2.933834489822387681e+01
1.000000000000000000e+01,2.390509376525879048e+01
2.000000000000000000e+01,1.378564273834228437e+01
3.000000000000000000e+01,1.310940792083740192e+01
4.000000000000000000e+01,1.139917369842529382e+01
5.000000000000000000e+01,1.002524227142333935e+01
6.000000000000000000e+01,8.745647277832031108e+00
7.000000000000000000e+01,5.896975479125976527e+00
8.000000000000000000e+01,5.539043922424315980e+00
9.000000000000000000e+01,4.365138435363769887e+00
1.000000000000000000e+02,3.416313667297363299e+00
