evaluation,mape
2.000000000000000000e+00,8.668831520648053734e-01
1.000000000000000000e+01,7.234340338132331238e-01
2.000000000000000000e+01,6.190329714131301841e-01
3.000000000000000000e+01,5.831527415276809290e-01
4.000000000000000000e+01,5.677052852348903889e-01
5.000000000000000000e+01,5.716724728063479199e-01
6.000000000000000000e+01,5.530149710248098982e-01
7.000000000000000000e+01,5.431996852030664957e-01
8.000000000000000000e+01,5.424100399400959560e-01
9.000000000000000000e+01,5.408874740913914847e-01
1.000000000000000000e+02,5.193002527520087508e-01
