evaluation,mape
2.000000000000000000e+00,6.437147584922326971e-01
1.000000000000000000e+01,5.757218891973187036e-01
2.000000000000000000e+01,5.657994824960982383e-01
3.000000000000000000e+01,5.621883714495077289e-01
4.000000000000000000e+01,5.628438341563266611e-01
5.000000000000000000e+01,5.528203037041885537e-01
6.000000000000000000e+01,5.129267585033474575e-01
7.000000000000000000e+01,5.110369329078434664e-01
8.000000000000000000e+01,5.097359410558081061e-01
9.000000000000000000e+01,5.101178629727014524e-01
1.000000000000000000e+02,5.103795604785040796e-01
