controllable,environmental,output
-6.496199131011962891e+00,-1.767137408256530762e+00,-3.861117553710937500e+01
-6.496198654174804688e+00,-2.777779817581176758e+00,-3.871158599853515625e+01
-6.496108531951904297e+00,-4.559469223022460938e+00,-4.043346023559570312e+01
-6.496084690093994141e+00,-1.503585875034332275e-01,-3.787615585327148438e+01
-6.496087074279785156e+00,7.276111245155334473e-01,-3.772070312500000000e+01
-6.496079921722412109e+00,-3.022306442260742188e+00,-3.872769165039062500e+01
-6.496091365814208984e+00,4.159887135028839111e-01,-3.775002288818359375e+01
-6.496188163757324219e+00,-3.775594472885131836e+00,-4.039616012573242188e+01
-6.496160984039306641e+00,-7.386031746864318848e-01,-3.793429183959960938e+01
-6.496090412139892578e+00,-3.942986726760864258e+00,-4.075719451904296875e+01
-6.496097564697265625e+00,-1.906975984573364258e+00,-3.876038360595703125e+01
-6.496130466461181641e+00,1.398836016654968262e+00,-3.772862625122070312e+01
-6.496197700500488281e+00,-3.445114374160766602e+00,-3.946173477172851562e+01
-6.496199131011962891e+00,-1.390514969825744629e+00,-3.819078826904296875e+01
-6.496177196502685547e+00,-9.413948655128479004e-01,-3.795282363891601562e+01
-6.496135234832763672e+00,-3.259843587875366211e+00,-3.902809143066406250e+01
-6.496148586273193359e+00,-3.330197930335998535e-01,-3.790966796875000000e+01
-6.496180534362792969e+00,-1.034370157867670059e-02,-3.784284973144531250e+01
-6.496085166931152344e+00,-1.128375053405761719e+00,-3.800975036621093750e+01
-6.496197223663330078e+00,8.314930200576782227e-01,-3.771716308593750000e+01
-6.496084690093994141e+00,1.245345115661621094e+00,-3.771956253051757812e+01
-6.496087074279785156e+00,-2.288636445999145508e+00,-3.893747329711914062e+01
-6.496084690093994141e+00,1.552726507186889648e+00,-3.774548339843750000e+01
-6.496154308319091797e+00,-4.313868522644042969e+00,-4.084959030151367188e+01
-6.496199131011962891e+00,-2.489014625549316406e+00,-3.886963272094726562e+01
