evaluation,mape
2.000000000000000000e+00,7.987379776860055181e-01
1.000000000000000000e+01,6.676751682228708740e-01
2.000000000000000000e+01,6.022691057636230250e-01
3.000000000000000000e+01,5.483836996959621235e-01
4.000000000000000000e+01,5.441546299642586737e-01
5.000000000000000000e+01,5.439339108786690469e-01
6.000000000000000000e+01,5.493548893778175124e-01
7.000000000000000000e+01,5.330612622432139291e-01
8.000000000000000000e+01,5.322497247793074315e-01
9.000000000000000000e+01,5.322157876982129832e-01
1.000000000000000000e+02,5.322213315828212554e-01
