evaluation,mae
2.000000000000000000e+00,2.348784768581390292e+00
1.000000000000000000e+01,1.514633212089538494e+00
2.000000000000000000e+01,2.040929898619651794e+00
3.000000000000000000e+01,1.313406139612197876e+00
4.000000000000000000e+01,1.224608993530273526e+00
5.000000000000000000e+01,9.615945827960967751e-01
6.000000000000000000e+01,9.456038200855254594e-01
7.000000000000000000e+01,8.726675796508789329e-01
8.000000000000000000e+01,4.884322595596313210e-01
9.000000000000000000e+01,2.237898683547973611e-01
1.000000000000000000e+02,2.096066951751708873e-01
