evaluation,mae
2.000000000000000000e+00,2.440889765024185198e+00
1.000000000000000000e+01,2.452995346486568362e+00
2.000000000000000000e+01,2.325329209566116440e+00
3.000000000000000000e+01,2.010617142319679473e+00
4.000000000000000000e+01,1.648219773769378671e+00
5.000000000000000000e+01,1.449478163123130825e+00
6.000000000000000000e+01,1.181505024433135986e+00
7.000000000000000000e+01,1.033318743705749609e+00
8.000000000000000000e+01,9.749166059494018821e-01
9.000000000000000000e+01,9.722733712196349742e-01
1.000000000000000000e+02,9.755420207977294478e-01
