evaluation,mae
2.000000000000000000e+00,2.524826383776962668e+00
1.000000000000000000e+01,2.400670816600322777e+00
2.000000000000000000e+01,2.166528139710426348e+00
3.000000000000000000e+01,5.674313640594482733e-01
4.000000000000000000e+01,1.436104779839515677e+00
5.000000000000000000e+01,1.201166977882385245e+00
6.000000000000000000e+01,1.227432630062103236e+00
7.000000000000000000e+01,8.097274136543274325e-01
8.000000000000000000e+01,8.120753645896912065e-01
9.000000000000000000e+01,8.124983739852905673e-01
1.000000000000000000e+02,7.158750081062317250e-01
