evaluation,mae
2.000000000000000000e+00,2.501804922521114527e+00
1.000000000000000000e+01,2.358531923294067578e+00
2.000000000000000000e+01,2.237176877260208308e+00
3.000000000000000000e+01,2.317862715721130229e+00
4.000000000000000000e+01,2.346365680694580291e+00
5.000000000000000000e+01,2.265928345918655218e+00
6.000000000000000000e+01,1.936062324047088667e+00
7.000000000000000000e+01,1.544617142677307209e+00
8.000000000000000000e+01,1.404182169437408367e+00
9.000000000000000000e+01,1.328561844825744576e+00
1.000000000000000000e+02,6.258076858520508212e-01
