evaluation,mae
2.000000000000000000e+00,1.641363880634307826e+00
1.000000000000000000e+01,2.243035256862640381e+00
2.000000000000000000e+01,2.112269322872161847e+00
3.000000000000000000e+01,2.141225347518920685e+00
4.000000000000000000e+01,2.155914087295532244e+00
5.000000000000000000e+01,1.213881049156188885e+00
6.000000000000000000e+01,7.175601410865783958e-01
7.000000000000000000e+01,6.726256799697876154e-01
8.000000000000000000e+01,4.801525068283081232e-01
9.000000000000000000e+01,1.978800964355468817e-01
1.000000000000000000e+02,8.480749130249023993e-02
