evaluation,mape
2.000000000000000000e+00,9.896437705677232355e-01
1.000000000000000000e+01,4.769019105922353008e-01
2.000000000000000000e+01,2.518551224481834772e-01
3.000000000000000000e+01,8.299521061448167369e-02
4.000000000000000000e+01,8.138375174174342086e-02
5.000000000000000000e+01,8.563366316422557634e-02
6.000000000000000000e+01,8.575337373340520541e-02
7.000000000000000000e+01,8.724070304372201490e-02
8.000000000000000000e+01,8.965954356571342876e-02
9.000000000000000000e+01,9.053935625108154583e-02
1.000000000000000000e+02,8.863598720050169799e-02
