evaluation,mape
2.000000000000000000e+00,9.607349708683012857e-01
1.000000000000000000e+01,5.859811703957964468e-01
2.000000000000000000e+01,1.574342563505525538e-01
3.000000000000000000e+01,7.570883191261962297e-02
4.000000000000000000e+01,5.912962235829968133e-02
5.000000000000000000e+01,5.645919162574365019e-02
6.000000000000000000e+01,5.928408244999100463e-02
7.000000000000000000e+01,6.881638326858331711e-02
8.000000000000000000e+01,7.025233001802033694e-02
9.000000000000000000e+01,4.942098320293598218e-02
1.000000000000000000e+02,4.806622168085884078e-02
