evaluation,mape
2.000000000000000000e+00,9.206371479209906061e-01
1.000000000000000000e+01,7.659828154682746248e-01
2.000000000000000000e+01,2.728866759893899263e-01
3.000000000000000000e+01,6.458246229887669443e-02
4.000000000000000000e+01,2.593582848107191946e-02
5.000000000000000000e+01,2.322497166656531040e-02
6.000000000000000000e+01,2.164949762918408002e-02
7.000000000000000000e+01,2.087782908079342803e-02
8.000000000000000000e+01,1.119448416589529337e-02
9.000000000000000000e+01,1.073104076580418814e-02
1.000000000000000000e+02,6.394704204091886807e-03
