evaluation,mape
2.000000000000000000e+00,9.772384533066842405e-01
1.000000000000000000e+01,8.861510246855669459e-01
2.000000000000000000e+01,6.592015136727116253e-01
3.000000000000000000e+01,8.147418754523666484e-01
4.000000000000000000e+01,8.191065381150630653e-01
5.000000000000000000e+01,7.966734235382310070e-01
6.000000000000000000e+01,1.969704085070654309e-01
7.000000000000000000e+01,1.242302540682132389e-01
8.000000000000000000e+01,7.364727215211780420e-02
9.000000000000000000e+01,7.285598771712224753e-02
1.000000000000000000e+02,7.253144097798587542e-02
