evaluation,mape
2.000000000000000000e+00,8.986605517795819287e-01
1.000000000000000000e+01,3.864777743185293657e-01
2.000000000000000000e+01,1.780442993747019254e-01
3.000000000000000000e+01,1.443450834113866044e-01
4.000000000000000000e+01,6.087825477024775417e-02
5.000000000000000000e+01,5.218220731739066365e-02
6.000000000000000000e+01,5.145313677388455020e-02
7.000000000000000000e+01,5.040542619395061569e-02
8.000000000000000000e+01,5.227936739986966536e-02
9.000000000000000000e+01,5.164394359530716933e-02
1.000000000000000000e+02,5.168381160021243148e-02
