evaluation,mape
2.000000000000000000e+00,9.958524105200912135e-01
1.000000000000000000e+01,5.191169415817306065e-01
2.000000000000000000e+01,8.589981820700509640e-01
3.000000000000000000e+01,3.023212388552264374e-01
4.000000000000000000e+01,3.447196057061023833e-01
5.000000000000000000e+01,4.440796099530334162e-01
6.000000000000000000e+01,3.968635699093139291e-01
7.000000000000000000e+01,4.016798122491962442e-01
8.000000000000000000e+01,3.498130098320556547e-01
9.000000000000000000e+01,3.046840501170962057e-01
1.000000000000000000e+02,2.204450900925663537e-01
