evaluation,mape
2.000000000000000000e+00,8.868502088644050207e-01
1.000000000000000000e+01,7.782594150620666396e-01
2.000000000000000000e+01,2.453626278009642947e-01
3.000000000000000000e+01,3.409523423754831084e-01
4.000000000000000000e+01,3.502418247270390750e-01
5.000000000000000000e+01,2.124486144703301993e-01
6.000000000000000000e+01,2.061517563163076938e-01
7.000000000000000000e+01,2.059591618819978653e-01
8.000000000000000000e+01,2.049209914365054952e-01
9.000000000000000000e+01,2.049870424273655400e-01
1.000000000000000000e+02,1.663998538295729523e-01
