evaluation,mape
2.000000000000000000e+00,6.828305687189241135e-01
1.000000000000000000e+01,3.425875237665513828e-01
2.000000000000000000e+01,8.537579202532931399e-02
3.000000000000000000e+01,9.756018427690948958e-02
4.000000000000000000e+01,9.310118212487412948e-02
5.000000000000000000e+01,1.046217327894092552e-01
6.000000000000000000e+01,1.053556253084435429e-01
7.000000000000000000e+01,1.078210190789239548e-01
8.000000000000000000e+01,8.211013965919747304e-02
9.000000000000000000e+01,5.859217633393910135e-02
1.000000000000000000e+02,5.881983129481593159e-02
