evaluation,mape
2.000000000000000000e+00,9.920356704766156719e-01
1.000000000000000000e+01,8.831388220116143106e-01
2.000000000000000000e+01,8.258790253974107598e-01
3.000000000000000000e+01,3.515557723253868172e-01
4.000000000000000000e+01,1.120141207621203061e-01
5.000000000000000000e+01,1.127251135090876905e-01
6.000000000000000000e+01,1.336023030330145134e-01
7.000000000000000000e+01,1.327594729636221438e-01
8.000000000000000000e+01,1.324346431988171757e-01
9.000000000000000000e+01,1.321165781139574114e-01
1.000000000000000000e+02,1.312606849182903490e-01
