evaluation,mape
2.000000000000000000e+00,9.596285393584631507e-01
1.000000000000000000e+01,8.341451664462269378e-01
2.000000000000000000e+01,2.206327046442803363e-01
3.000000000000000000e+01,1.328389281400400579e-01
4.000000000000000000e+01,9.809906315231556317e-02
5.000000000000000000e+01,7.424742063197928288e-02
6.000000000000000000e+01,5.055218643478803786e-02
7.000000000000000000e+01,2.818021342094575651e-02
8.000000000000000000e+01,2.920043865885012593e-02
9.000000000000000000e+01,2.210365221092308943e-02
1.000000000000000000e+02,2.216445048042608654e-02
