evaluation,mape
2.000000000000000000e+00,7.550069509873889029e-01
1.000000000000000000e+01,5.265840851333681849e-01
2.000000000000000000e+01,2.578359916421812392e-01
3.000000000000000000e+01,4.749372688125379910e-02
4.000000000000000000e+01,4.363776415148505616e-02
5.000000000000000000e+01,4.055537156063539900e-02
6.000000000000000000e+01,3.255195986558198640e-02
7.000000000000000000e+01,3.354082756174138480e-02
8.000000000000000000e+01,2.430254332828404168e-02
9.000000000000000000e+01,1.835559281905493542e-02
1.000000000000000000e+02,1.381599314394018653e-02
