evaluation,mape
2.000000000000000000e+00,6.381280833663042218e-01
1.000000000000000000e+01,3.621416781202465018e-01
2.000000000000000000e+01,4.670687339053460896e-01
3.000000000000000000e+01,3.106225062367476419e-02
4.000000000000000000e+01,2.794968429698528947e-02
5.000000000000000000e+01,3.467831131067022205e-02
6.000000000000000000e+01,3.512809683840088099e-02
7.000000000000000000e+01,4.892664556236197421e-02
8.000000000000000000e+01,5.069155535858969192e-02
9.000000000000000000e+01,5.211259994011814556e-02
1.000000000000000000e+02,4.823368149250112369e-02
