evaluation,mape
2.000000000000000000e+00,9.784679872666205425e-01
1.000000000000000000e+01,9.641395574167423987e-01
2.000000000000000000e+01,2.313599470254800172e-01
3.000000000000000000e+01,2.174489300094048505e-02
4.000000000000000000e+01,3.743612863073967484e-02
5.000000000000000000e+01,9.954972790553833634e-03
6.000000000000000000e+01,8.492802601801291776e-03
7.000000000000000000e+01,1.001789221980073537e-02
8.000000000000000000e+01,5.165458084779344511e-03
9.000000000000000000e+01,6.048174468913021171e-03
1.000000000000000000e+02,3.282457575046697669e-03
