evaluation,mape
2.000000000000000000e+00,8.181782172660063690e-01
1.000000000000000000e+01,7.590274839693090803e-01
2.000000000000000000e+01,3.992954335621901746e-02
3.000000000000000000e+01,2.381992262198397159e-02
4.000000000000000000e+01,2.225225752028128084e-02
5.000000000000000000e+01,1.128760006089573643e-02
6.000000000000000000e+01,5.459513396268361914e-03
7.000000000000000000e+01,3.163500174204779154e-03
8.000000000000000000e+01,1.319935693679525441e-03
9.000000000000000000e+01,1.585691141468535204e-03
1.000000000000000000e+02,1.972477711485680959e-03
