evaluation,mape
2.000000000000000000e+00,9.571624790935857607e-01
1.000000000000000000e+01,8.553776485411792585e-01
2.000000000000000000e+01,5.761447799049654872e-01
3.000000000000000000e+01,3.089810079834975354e-01
4.000000000000000000e+01,1.971083018187537172e-01
5.000000000000000000e+01,1.985013904843851984e-01
6.000000000000000000e+01,2.065154603524743393e-01
7.000000000000000000e+01,2.110508117001564932e-01
8.000000000000000000e+01,2.259445306981670565e-01
9.000000000000000000e+01,2.319182141729027313e-01
1.000000000000000000e+02,2.334236611317242194e-01
