evaluation,mape
2.000000000000000000e+00,9.884611184246135940e-01
1.000000000000000000e+01,7.630253343058792659e-01
2.000000000000000000e+01,7.087852278687236662e-01
3.000000000000000000e+01,2.381741613276348590e-01
4.000000000000000000e+01,7.406421154953272967e-02
5.000000000000000000e+01,5.071511747429794173e-03
6.000000000000000000e+01,4.746533289423268166e-03
7.000000000000000000e+01,6.443433581599070266e-03
8.000000000000000000e+01,7.735448464623931146e-03
9.000000000000000000e+01,7.686697031580041681e-03
1.000000000000000000e+02,5.878271686127824712e-03
