evaluation,mape
2.000000000000000000e+00,9.665353123459559104e-01
1.000000000000000000e+01,9.335688376202412320e-01
2.000000000000000000e+01,6.243894626324347774e-01
3.000000000000000000e+01,5.404363039692077209e-01
4.000000000000000000e+01,1.873289713239499610e-02
5.000000000000000000e+01,1.528753117930121627e-02
6.000000000000000000e+01,9.497457518400939311e-03
7.000000000000000000e+01,8.271849721267682254e-03
8.000000000000000000e+01,8.349640411404610219e-03
9.000000000000000000e+01,8.386866738478196762e-03
1.000000000000000000e+02,9.934644236880712381e-03
