X1,X2,X3,X4,Y1,Y2,Y3,Y4,WD,WS,AEP
2.644494420527821057e+05,2.639252466156422743e+05,2.629172408784707659e+05,2.640761362660264713e+05,6.506432771065794863e+06,6.505542876459092833e+06,6.506156807575306855e+06,6.505810847382894717e+06,9.000000000000000000e+01,6.000000000000000000e+00,2.752773801601772874e+00
2.639761609463691711e+05,2.630956158986985683e+05,2.629996255009174347e+05,2.634176372765302658e+05,6.506403053338766098e+06,6.506173648931026459e+06,6.506028517617225647e+06,6.505992525102138519e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.401578423328670553e+00
2.645708835272789001e+05,2.637140013544559479e+05,2.629802302947938442e+05,2.632862128643989563e+05,6.506228987289905548e+06,6.505324979449748993e+06,6.506504303337574005e+06,6.505689194352865219e+06,9.000000000000000000e+01,6.000000059604644775e+00,8.417918569829362374e-01
2.643472765533924103e+05,2.638805745213031769e+05,2.638400388031005859e+05,2.640877094535827637e+05,6.506432703579902649e+06,6.504948344689548016e+06,6.506158361698627472e+06,6.506351751847505569e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.711229610201260964e+00
2.647780000000000000e+05,2.646180000214576721e+05,2.628780000000000000e+05,2.639730056076049805e+05,6.506614000000000000e+06,6.506614000000000000e+06,6.505226799853086472e+06,6.504714000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.413341986706462050e+00
2.647780000000000000e+05,2.647780000000000000e+05,2.628780000000000000e+05,2.640206612794399261e+05,6.506454000021457672e+06,6.506614000000000000e+06,6.506294357682704926e+06,6.504714000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.948950090908611266e+00
2.647780000000000000e+05,2.628780000000000000e+05,2.628780000000000000e+05,2.640851407437324524e+05,6.505989942462682724e+06,6.506614000000000000e+06,6.506454000021457672e+06,6.504714000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.563890796311766529e+00
2.645124255030155182e+05,2.640217395215034485e+05,2.628780000000000000e+05,2.641065203099250793e+05,6.506499625481605530e+06,6.505978757668972015e+06,6.506105287976503372e+06,6.505470646147370338e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.402350119397780315e+00
2.641293125419616699e+05,2.628780000000000000e+05,2.628780000000000000e+05,2.640081025509834290e+05,6.506041791398763657e+06,6.505706081338167191e+06,6.506166460122108459e+06,6.505670073987483978e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.431338970145369149e+00
2.647780000000000000e+05,2.647780000000000000e+05,2.628780000000000000e+05,2.640861249892711639e+05,6.505035768365800381e+06,6.506156197740077972e+06,6.506177728040456772e+06,6.504714000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.350648101520792288e+00
2.647780000000000000e+05,2.647780000000000000e+05,2.628780000000000000e+05,2.640922257034778595e+05,6.506614000000000000e+06,6.505253706245064735e+06,6.506177876962661743e+06,6.505804500795841217e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.226895754244814896e+00
2.644093152790069580e+05,2.639776636450290680e+05,2.628780000000000000e+05,2.640760707585811615e+05,6.504714000000000000e+06,6.506614000000000000e+06,6.506179435492992401e+06,6.504714000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.480450702393854012e+00
2.642330255894660950e+05,2.634503170936107635e+05,2.638761101393699646e+05,2.641075007050037384e+05,6.506415868802309036e+06,6.505266514064311981e+06,6.506317606873750687e+06,6.506104488439798355e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.992784107105584290e+00
2.640325024633407593e+05,2.639655508904457092e+05,2.639336573033332825e+05,2.641559757320880890e+05,6.506297657187223434e+06,6.505291547433972359e+06,6.506614000000000000e+06,6.506195900513172150e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.916646587422328629e+00
2.637950700728893280e+05,2.647082232086658478e+05,2.637365028767585754e+05,2.642473378627300262e+05,6.506380351026296616e+06,6.505269377221107483e+06,6.506614000000000000e+06,6.506378681285619736e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.387345950295643338e+00
2.637147111980915070e+05,2.647780000000000000e+05,2.641257197229862213e+05,2.641425699024200439e+05,6.505610448707580566e+06,6.505273810912609100e+06,6.506614000000000000e+06,6.506228351511001587e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.576581026264918250e+00
2.628780000000000000e+05,2.638729109733104706e+05,2.647780000000000000e+05,2.641478446929454803e+05,6.504714000000000000e+06,6.505321449427247047e+06,6.506614000000000000e+06,6.506451143999338150e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.812843270268150508e+00
2.641720581977367401e+05,2.630975416383445263e+05,2.646846275894641876e+05,2.642216662793159485e+05,6.506315364207267761e+06,6.505370363520026207e+06,6.506290336216926575e+06,6.504949411578416824e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.064053108067859910e+00
2.639823403685092926e+05,2.639616079061031342e+05,2.628780000000000000e+05,2.641457863955497742e+05,6.506371643097639084e+06,6.506134489752292633e+06,6.506614000000000000e+06,6.506079645951032639e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.241512650880116198e+00
2.641277602403163910e+05,2.636948381243944168e+05,2.647780000000000000e+05,2.642377113728523254e+05,6.505199458189249039e+06,6.504714000000000000e+06,6.506614000000000000e+06,6.506156388111352921e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.149140365126468666e+00
2.635937905012369156e+05,2.637095548658370972e+05,2.645011728732585907e+05,2.641418596057891846e+05,6.506355078418493271e+06,6.505278018616080284e+06,6.506614000000000000e+06,6.506262697727918625e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.120571214802764448e+00
2.640447948305606842e+05,2.642846082775592804e+05,2.636983909099102020e+05,2.641432188181877136e+05,6.506614000000000000e+06,6.505182314185738564e+06,6.506614000000000000e+06,6.506279362858772278e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.937592685845404894e+00
2.644638747124671936e+05,2.646000517814159393e+05,2.630613449073135853e+05,2.643892986624240875e+05,6.505977817703723907e+06,6.506610639907360077e+06,6.506010238237619400e+06,6.506119374884605408e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.319132076626811534e+00
2.643521931378841400e+05,2.639001203625202179e+05,2.632177656142711639e+05,2.639606098442077637e+05,6.504923746889024973e+06,6.506224661751031876e+06,6.505394529120564461e+06,6.506403257186651230e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.175003317685895610e+00
2.628843624127767980e+05,2.639950833528041840e+05,2.633983520208597183e+05,2.639168905882835388e+05,6.506377772803544998e+06,6.505835296775341034e+06,6.505578645946025848e+06,6.505695704914569855e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.875141232823200221e+00
2.646461721389293671e+05,2.631360968186259270e+05,2.643316674678325653e+05,2.641507982223033905e+05,6.505936543829679489e+06,6.504933260483980179e+06,6.506608475609064102e+06,6.506602891988992691e+06,9.000000000000000000e+01,6.000000059604644775e+00,7.824335994607198863e-01
2.640714462428092957e+05,2.639273071019649506e+05,2.642338126688003540e+05,2.641439328520298004e+05,6.505709969510078430e+06,6.506212182070255280e+06,6.504764688008219004e+06,6.505852607877492905e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.583300460970344936e+00
2.638213630526065826e+05,2.644526834635734558e+05,2.633589453368186951e+05,2.641411392300128937e+05,6.506462125737905502e+06,6.504863274621158838e+06,6.505408978651404381e+06,6.505785302741765976e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.954301350847399199e+00
2.640945852427482605e+05,2.639738267748355865e+05,2.642959201364517212e+05,2.641867944746017456e+05,6.506604322434902191e+06,6.505476740236520767e+06,6.505625785486340523e+06,6.506141780938148499e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.010240795771169875e+00
2.639770235626697540e+05,2.639681687502861023e+05,2.647780000000000000e+05,2.641250212042331696e+05,6.504873934534877539e+06,6.504714000000000000e+06,6.506178596319198608e+06,6.506261162300348282e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.586563070781163987e+00
2.640930943219661713e+05,2.639619830994606018e+05,2.647780000000000000e+05,2.641309853403568268e+05,6.506614000000000000e+06,6.506522101069927216e+06,6.506614000000000000e+06,6.506247533936738968e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.582161610294421372e+00
2.640441245107650757e+05,2.639345095007419586e+05,2.636807819067239761e+05,2.641436254947185516e+05,6.505486581729292870e+06,6.505268890817403793e+06,6.505193432219266891e+06,6.505941830171585083e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.231730663090533362e+00
2.637921126364469528e+05,2.639732763855457306e+05,2.629146100998595357e+05,2.641263071446418762e+05,6.506414525104999542e+06,6.504714000000000000e+06,6.505041230809628963e+06,6.506024081094503403e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.226526423487221962e+00
2.639002662270069122e+05,2.639254098443984985e+05,2.636405261396169662e+05,2.641980947821140289e+05,6.504714000000000000e+06,6.504872105637133121e+06,6.506254098518133163e+06,6.506309710939168930e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.611296139442584430e+00
2.642193239538669586e+05,2.640015834956169128e+05,2.629644677429199219e+05,2.641357543616294861e+05,6.505522183649182320e+06,6.504833760590046644e+06,6.505389788241624832e+06,6.506405702455282211e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.167790354418021259e+00
2.639507881133556366e+05,2.639579088597297668e+05,2.647780000000000000e+05,2.640896725087165833e+05,6.505469232575535774e+06,6.504714000000000000e+06,6.506614000000000000e+06,6.505976048530578613e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.431981117770108280e+00
2.638701612918376923e+05,2.639978146879673004e+05,2.647780000000000000e+05,2.641707397549152374e+05,6.505978350199699402e+06,6.505616966007590294e+06,6.506448661811590195e+06,6.505837967295885086e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.957214824137011533e+00
2.638996627240180969e+05,2.639543031303882599e+05,2.637827370493412018e+05,2.641349874405860901e+05,6.506215220309734344e+06,6.505618733538627625e+06,6.506614000000000000e+06,6.506614000000000000e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.791699173844179427e+00
2.638492863624095917e+05,2.639178059785366058e+05,2.642769842534065247e+05,2.640774903326034546e+05,6.506146998085021973e+06,6.504738731894209981e+06,6.505946679599523544e+06,6.505815484459638596e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.206545427455233632e+00
2.643015860884189606e+05,2.638822815208435059e+05,2.640670467524528503e+05,2.642326968281269073e+05,6.505172425383269787e+06,6.506347225858211517e+06,6.506064205606222153e+06,6.505798559875726700e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.288039428937423736e+00
2.640185064940452576e+05,2.639192348389625549e+05,2.641903342931270599e+05,2.643104051141738892e+05,6.506259083504915237e+06,6.504999766139626503e+06,6.505519959102511406e+06,6.505739856441259384e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.179419877002301220e+00
2.640600690393447876e+05,2.639604173212051392e+05,2.640908113389015198e+05,2.643320519475936890e+05,6.505784008534193039e+06,6.506079194541215897e+06,6.506614000000000000e+06,6.506100483508348465e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.648736809671086156e+00
2.641149876980781555e+05,2.634649491249322891e+05,2.641262634305953979e+05,2.643644477932453156e+05,6.506094364334583282e+06,6.505999127395391464e+06,6.505072833998441696e+06,6.506079961349010468e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.558044273723778961e+00
2.638734410910606384e+05,2.638830505936145782e+05,2.645794214694499969e+05,2.641809823184013367e+05,6.504835202120184898e+06,6.506430154801845551e+06,6.506027469046354294e+06,6.505675371767520905e+06,9.000000000000000000e+01,6.000000059604644775e+00,2.897598919938524809e+00
2.643451441912651062e+05,2.637921590118408203e+05,2.631824833108782768e+05,2.640818341045379639e+05,6.506263816060066223e+06,6.505187205374181271e+06,6.506271113361358643e+06,6.505488988833069801e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.986535775827354744e+00
2.643949755995273590e+05,2.634511924504041672e+05,2.633956783859729767e+05,2.639758657066822052e+05,6.505155645219922066e+06,6.506339962984561920e+06,6.505933170713424683e+06,6.506405828274726868e+06,9.000000000000000000e+01,6.000000059604644775e+00,1.310669622700885828e+00
2.639537613480091095e+05,2.639445988385677338e+05,2.638149728744029999e+05,2.641700473515987396e+05,6.506190812356710434e+06,6.504714000000000000e+06,6.506614000000000000e+06,6.505988285405874252e+06,9.000000000000000000e+01,6.000000059604644775e+00,4.255502420995632029e+00
2.638973119049072266e+05,2.639426326124668121e+05,2.637491316496133804e+05,2.641746190934181213e+05,6.506234718473196030e+06,6.506081201650142670e+06,6.506614000000000000e+06,6.505954743482112885e+06,9.000000000000000000e+01,6.000000059604644775e+00,4.070925117708102725e+00
2.641166736333370209e+05,2.639420613853931427e+05,2.638534684150218964e+05,2.641739405064582825e+05,6.506127502186536789e+06,6.504714000000000000e+06,6.506614000000000000e+06,6.505978088368415833e+06,9.000000000000000000e+01,6.000000059604644775e+00,4.287841490762119179e+00
2.640309534459114075e+05,2.639214506654739380e+05,2.639983486561775208e+05,2.641895899085998535e+05,6.506047899247646332e+06,6.505805203391551971e+06,6.505664741779804230e+06,6.506069022871494293e+06,9.000000000000000000e+01,6.000000059604644775e+00,3.003067934443059528e+00
