X1,X2,X3,X4,Y1,Y2,Y3,Y4,WD,WS,AEP
2.637062178510667873e+05,2.645905568479803624e+05,2.633139360959862242e+05,2.640683130749114789e+05,6.506045354373409413e+06,6.505757099843724631e+06,6.506028655621046200e+06,6.504815427394914441e+06,1.350000000000000000e+02,6.000000000000000000e+00,1.594973832615503850e+00
2.629808401397168636e+05,2.630436856074929237e+05,2.644542658894062042e+05,2.633063412575721741e+05,6.505593527860879898e+06,6.504760926611289382e+06,6.504871888581603765e+06,6.506237250037431717e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.623355937914986447e+00
2.632521650864481926e+05,2.629976792490780354e+05,2.645855959086418152e+05,2.629051775875240564e+05,6.505449767763853073e+06,6.506314280982255936e+06,6.506588928975105286e+06,6.506560435797214508e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.164866458933767612e+00
2.638132875053882599e+05,2.630749535373151302e+05,2.629021134636104107e+05,2.632160983367562294e+05,6.505100037810146809e+06,6.504834339461416006e+06,6.504930301306337118e+06,6.505848790486097336e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.780675725741128534e+00
2.647388148872852325e+05,2.633064808367490768e+05,2.628780000000000000e+05,2.629912494904100895e+05,6.504714000000000000e+06,6.504939194495916367e+06,6.505011715221345425e+06,6.505225128073930740e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.021156183120923711e+00
2.638672208993434906e+05,2.634679913281202316e+05,2.640424556760787964e+05,2.639849569826126099e+05,6.505055419245302677e+06,6.506184801109075546e+06,6.505537081758618355e+06,6.505163770030379295e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.725345153794578756e+00
2.641997013299465179e+05,2.632037262706756592e+05,2.644185079126358032e+05,2.639797018973827362e+05,6.504714000000000000e+06,6.506155425496339798e+06,6.505593482164978981e+06,6.505098064760804176e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.985486376097719718e+00
2.638394160478115082e+05,2.635868478386402130e+05,2.636792564450502396e+05,2.639883547871112823e+05,6.505209020693540573e+06,6.506255852176189423e+06,6.505522161112666130e+06,6.505146550688087940e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.943737577086487756e+00
2.633886316477060318e+05,2.633855138509273529e+05,2.629596457070410252e+05,2.638220698951482773e+05,6.506234245206356049e+06,6.506063502670764923e+06,6.504758935668632388e+06,6.505213120754003525e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.686893611454015396e+00
2.637627118824720383e+05,2.632043601809740067e+05,2.642298524706363678e+05,2.641088177888393402e+05,6.506006026287317276e+06,6.505279935635566711e+06,6.506394732834339142e+06,6.505682540757894516e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.012071763188495233e+00
2.639818698196411133e+05,2.637851160107851028e+05,2.632828139557242393e+05,2.642559731988906860e+05,6.505077463610410690e+06,6.506603733654260635e+06,6.505517313723206520e+06,6.505113836471676826e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.055739129065726978e+00
2.642625963299274445e+05,2.631388229443430901e+05,2.641916554539203644e+05,2.644168323962688446e+05,6.505059703504979610e+06,6.505186556146979332e+06,6.505418358881711960e+06,6.506565547509431839e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.613285356231668466e+00
2.635830475478172302e+05,2.628780000000000000e+05,2.647643572537899017e+05,2.647780000000000000e+05,6.504714000000000000e+06,6.504777127110525966e+06,6.505230470927000046e+06,6.505467073826432228e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.573381090485157507e+00
2.647780000000000000e+05,2.628780000000000000e+05,2.628780000000000000e+05,2.647780000000000000e+05,6.504714000000000000e+06,6.506614000000000000e+06,6.506454000021457672e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.122511015770458975e+00
2.638788503079414368e+05,2.631151305540204048e+05,2.643123524277210236e+05,2.647659601776599884e+05,6.504918073377698660e+06,6.505188535651504993e+06,6.504927396757096052e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.261053769026043270e+00
2.637262762813568115e+05,2.647780000000000000e+05,2.644945589153766632e+05,2.646849578230381012e+05,6.505224335955023766e+06,6.506438307811260223e+06,6.505504676513314247e+06,6.504719616385256872e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.425721258001384495e+00
2.640110525696277618e+05,2.628780000000000000e+05,2.647537619202136993e+05,2.646918464093208313e+05,6.506614000000000000e+06,6.504714000000000000e+06,6.505449988202691078e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.050414890085637598e+00
2.636047699748277664e+05,2.628780000000000000e+05,2.642831617503166199e+05,2.645264870433807373e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505564203776359558e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.571505102891307182e+00
2.635265687166452408e+05,2.628780000000000000e+05,2.642985707252025604e+05,2.643726303606033325e+05,6.504714000000000000e+06,6.505099099090635777e+06,6.505139202028453350e+06,6.504714000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.139578509433182063e+00
2.639115624575614929e+05,2.628780000000000000e+05,2.644558366506099701e+05,2.647780000000000000e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505744384469032288e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.799134253783438719e+00
2.628780000000000000e+05,2.642832388727664948e+05,2.644220992593765259e+05,2.643903474597930908e+05,6.505369327972769737e+06,6.506254323996543884e+06,6.505398853187203407e+06,6.506526139070034027e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.409628358756872313e+00
2.637003989814519882e+05,2.647347046344280243e+05,2.638643314688205719e+05,2.647780000000000000e+05,6.504714000000000000e+06,6.506487770141601562e+06,6.505142380781412125e+06,6.504877916080445051e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.412746592968384007e+00
2.647780000000000000e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.644825340418815613e+05,6.504714000000000000e+06,6.505730807520389557e+06,6.505274817694664001e+06,6.505391242356538773e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.094373415713893571e+00
2.628780000000000000e+05,2.647780000000000000e+05,2.640105346827507019e+05,2.646110498278141022e+05,6.506614000000000000e+06,6.504714000000000000e+06,6.505298082457423210e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.085867252314921316e+00
2.628780000000000000e+05,2.632300480722188950e+05,2.642452831892967224e+05,2.647780000000000000e+05,6.504714000000000000e+06,6.506596804864645004e+06,6.505321719412446022e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.660254765552962475e+00
2.636635687648057938e+05,2.647120691387653351e+05,2.647780000000000000e+05,2.642504406540393829e+05,6.504714000000000000e+06,6.505429473347902298e+06,6.505280760370135307e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.625413439104894664e+00
2.637168993918895721e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.642993403642177582e+05,6.505200704152822495e+06,6.506614000000000000e+06,6.505312650786280632e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.444774137046534790e+00
2.635529748319387436e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.642823346941471100e+05,6.504714000000000931e+06,6.504714000000000931e+06,6.505469069950222969e+06,6.504714000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.439426161528589265e+00
2.637881457566022873e+05,2.647780000000000000e+05,2.646055881767272949e+05,2.643130350916385651e+05,6.506614000000000000e+06,6.504714000000000000e+06,6.505253042210578918e+06,6.504714000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.692252880802042947e+00
2.638482367722988129e+05,2.628780000000000000e+05,2.647532234220504761e+05,2.644917001752853394e+05,6.505077658398389816e+06,6.504714000000000000e+06,6.505340999741792679e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.642038927720367525e+00
2.638757745831012726e+05,2.647780000000000000e+05,2.644701122312545776e+05,2.645514561443328857e+05,6.504964895495712757e+06,6.504714000000000000e+06,6.505329489074587822e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.567137336705314077e+00
2.637283727436065674e+05,2.628780000000000000e+05,2.645893533914089203e+05,2.643868489770889282e+05,6.505120388539075851e+06,6.504714000000000000e+06,6.505392973421454430e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.581943827488970111e+00
2.639213913230895996e+05,2.628780000000000000e+05,2.646076057045459747e+05,2.645431221632957458e+05,6.504805150426119566e+06,6.506614000000000000e+06,6.505327865029811859e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.278522151623593395e+00
2.636370460598468781e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.643550678460597992e+05,6.505247970475196838e+06,6.504714000000000000e+06,6.505422111098408699e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.749350260860103479e+00
2.636315640805959702e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.642974137752056122e+05,6.505205422891616821e+06,6.504714000000000000e+06,6.505445401625275612e+06,6.506244624914169312e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.463555026307628903e+00
2.637301284401416779e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.646627231149673462e+05,6.505320444287300110e+06,6.504714000000000000e+06,6.505293299280047417e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.426083507002719131e+00
2.636887261985540390e+05,2.647780000000000000e+05,2.641013895719051361e+05,2.643526674239635468e+05,6.505084805588364601e+06,6.504714000000000000e+06,6.505341493280172348e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.442828114619771007e+00
2.634453100233078003e+05,2.628780000000000000e+05,2.647780000000000000e+05,2.641787525622844696e+05,6.505219808266997337e+06,6.504714000000000000e+06,6.505524453948378563e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.388266089523877422e+00
2.638945973305702209e+05,2.628780000000000000e+05,2.647780000000000000e+05,2.644479185192584991e+05,6.505161173121571541e+06,6.504714000000000000e+06,6.505341774137258530e+06,6.504714000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.280420732734979694e+00
2.636830035089254379e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.644079553871154785e+05,6.504771660812698305e+06,6.504714000000000000e+06,6.504999721576213837e+06,6.506034000332593918e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.221287665693686630e+00
2.640189388780593872e+05,2.634075862168073654e+05,2.632663294001221657e+05,2.647780000000000000e+05,6.505451973511219025e+06,6.504851432970106602e+06,6.505241288001775742e+06,6.506590185470819473e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.256586316115517299e+00
2.629353304021731019e+05,2.640645543723106384e+05,2.645924108831882477e+05,2.638766353874206543e+05,6.504922537405729294e+06,6.504845408698856831e+06,6.505556930880188942e+06,6.506177471645116806e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.145452484448985064e+00
2.645630382149219513e+05,2.640403534381389618e+05,2.630366544975638390e+05,2.647570616512298584e+05,6.505350613377928734e+06,6.505383815951585770e+06,6.504809290951803327e+06,6.504946950171828270e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.463002151504176229e+00
2.634211057482957840e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.642980348317623138e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505723327661991119e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.486289714040154752e+00
2.634912009387016296e+05,2.643730916230678558e+05,2.647780000000000000e+05,2.647780000000000000e+05,6.505445316292285919e+06,6.504714000000001863e+06,6.504940192826777697e+06,6.504714000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.423501292595159118e+00
2.637933229266405106e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.642846695451736450e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505432029317259789e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.616797921970614116e+00
2.643752353100776672e+05,2.647780000000000000e+05,2.635049116908311844e+05,2.646079844086170197e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505070583631038666e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,1.868276813821910798e+00
2.636721196739673615e+05,2.647780000000000000e+05,2.644679455547332764e+05,2.643834195761680603e+05,6.504714000000000000e+06,6.504714000000000000e+06,6.505430939637064934e+06,6.505966978771924973e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.299234150655148579e+00
2.636912113307714462e+05,2.647780000000000000e+05,2.647780000000000000e+05,2.643013858644962311e+05,6.505193786518216133e+06,6.506614000000000000e+06,6.505544134385824203e+06,6.506614000000000000e+06,1.350000000000000000e+02,6.000000059604644775e+00,2.715567548033698042e+00
