controllable,environmental,output
-6.496199131011962891e+00,6.331348419189453125e-01,-3.772617721557617188e+01
-6.496147155761718750e+00,1.545138359069824219e+00,-3.774444198608398438e+01
-6.496108055114746094e+00,-6.217342853546142578e+00,-4.386157989501953125e+01
-6.496147155761718750e+00,-1.589659690856933594e+00,-3.840224075317382812e+01
-6.496106147766113281e+00,-2.909756660461425781e+00,-3.868972396850585938e+01
-6.496101856231689453e+00,-6.411829471588134766e+00,-4.333491134643554688e+01
-6.496197700500488281e+00,-2.546816766262054443e-01,-3.789712142944335938e+01
-6.496121406555175781e+00,-3.898275613784790039e+00,-4.067644500732421875e+01
-6.496095180511474609e+00,4.170368909835815430e-01,-3.774986648559570312e+01
-6.496087074279785156e+00,-1.798113584518432617e+00,-3.864636611938476562e+01
-6.496162414550781250e+00,-9.916806221008300781e-02,-3.786447143554687500e+01
-6.496084690093994141e+00,1.778384566307067871e+00,-3.778659820556640625e+01
-6.496085166931152344e+00,-4.842759609222412109e+00,-3.997642135620117188e+01
-6.496088981628417969e+00,-5.168858051300048828e+00,-4.025713729858398438e+01
-6.496103763580322266e+00,2.263997793197631836e+00,-3.789876937866210938e+01
-6.496062278747558594e+00,-2.553172349929809570e+00,-3.883326721191406250e+01
-6.496088504791259766e+00,-5.887051105499267578e+00,-4.355186080932617188e+01
-6.496188640594482422e+00,2.728390693664550781e+00,-3.793394851684570312e+01
-6.496198177337646484e+00,-4.335844516754150391e+00,-4.082321548461914062e+01
-6.496194362640380859e+00,1.286969542503356934e+00,-3.772139358520507812e+01
-6.496184349060058594e+00,-4.534195899963378906e+00,-4.048395538330078125e+01
-6.496199131011962891e+00,-2.115437746047973633e+00,-3.890878295898437500e+01
-6.496198654174804688e+00,-3.364321231842041016e+00,-3.925485229492187500e+01
-6.496122360229492188e+00,-5.761939883232116699e-01,-3.792977142333984375e+01
-6.496088027954101562e+00,-1.079056024551391602e+00,-3.798956680297851562e+01
