evaluation,mape
2.000000000000000000e+00,8.041403648930628423e-01
1.000000000000000000e+01,6.736624887969095976e-01
2.000000000000000000e+01,6.104247662630710725e-01
3.000000000000000000e+01,2.869571933918834694e-01
4.000000000000000000e+01,2.574091934388338387e-01
5.000000000000000000e+01,2.222580086911440933e-01
6.000000000000000000e+01,2.134116145101110085e-01
7.000000000000000000e+01,1.993884234590971860e-01
8.000000000000000000e+01,1.561616909000590470e-01
9.000000000000000000e+01,9.371454576485144239e-02
1.000000000000000000e+02,8.048706398054235323e-02
