controllable,environmental,output
-4.903172660600727539e+00,-8.739569218371537218e+00,1.494904045570442008e+01
-4.903171062469482422e+00,-1.000000000000000000e+01,2.320727348327636719e+01
-4.902939796447753906e+00,-9.907713890075683594e+00,2.279549407958984375e+01
-4.902995586395263672e+00,-1.000000000000000000e+01,2.320432281494140625e+01
-4.836644172668457031e+00,-9.691525459289550781e+00,1.975506401062011719e+01
-5.301725864410400391e+00,-1.000000000000000000e+01,3.151690483093261719e+01
-5.677315235137939453e+00,-1.000000000000000000e+01,4.084945678710937500e+01
-5.910669803619384766e+00,-1.000000000000000000e+01,4.617245483398437500e+01
-5.905523300170898438e+00,-1.000000000000000000e+01,4.606570434570312500e+01
-5.971415996551513672e+00,-8.940991401672363281e+00,3.848958587646484375e+01
-5.955492973327636719e+00,-7.481110572814941406e+00,3.856111526489257812e+01
-5.916326045989990234e+00,-7.695471763610839844e+00,3.961415481567382812e+01
-5.905703544616699219e+00,-8.077033042907714844e+00,4.116848754882812500e+01
-5.905082702636718750e+00,-7.518246650695800781e+00,3.786400222778320312e+01
-5.898255825042724609e+00,-8.507144927978515625e+00,3.919923400878906250e+01
-5.897973537445068359e+00,-8.506090164184570312e+00,3.920080184936523438e+01
-5.900862216949462891e+00,-7.623324871063232422e+00,3.869290924072265625e+01
-5.895087242126464844e+00,-8.221379280090332031e+00,4.073448944091796875e+01
-5.896652698516845703e+00,-9.328090667724609375e+00,3.904156875610351562e+01
-5.894123077392578125e+00,-9.008438110351562500e+00,3.696380996704101562e+01
-5.894102573394775391e+00,-9.928089141845703125e+00,4.553478240966796875e+01
-5.898677825927734375e+00,-9.750887870788574219e+00,4.419471359252929688e+01
-5.899997234344482422e+00,-1.000000000000000000e+01,4.595042800903320312e+01
-5.903616428375244141e+00,-1.000000000000000000e+01,4.602600860595703125e+01
-5.907039642333984375e+00,-1.000000000000000000e+01,4.609721755981445312e+01
-5.911221504211425781e+00,-9.676154136657714844e+00,4.361659240722656250e+01
-5.911693572998046875e+00,-9.899951934814453125e+00,4.573784637451171875e+01
-5.912582397460937500e+00,-8.432662010192871094e+00,4.001221466064453125e+01
-5.917686939239501953e+00,-7.463475227355957031e+00,3.765110015869140625e+01
-5.915004253387451172e+00,-7.691549777984619141e+00,3.955545806884765625e+01
-5.912465572357177734e+00,-8.992601394653320312e+00,3.732615661621093750e+01
-5.910671710968017578e+00,-9.251317024230957031e+00,3.858708953857421875e+01
-5.905217170715332031e+00,-8.727375030517578125e+00,3.786803817749023438e+01
-5.909829616546630859e+00,-9.766015052795410156e+00,4.458312988281250000e+01
-5.910671710968017578e+00,-1.000000000000000000e+01,4.617249298095703125e+01
-5.913295269012451172e+00,-1.000000000000000000e+01,4.622668457031250000e+01
-5.916111946105957031e+00,-1.000000000000000000e+01,4.628468322753906250e+01
-5.920928001403808594e+00,-9.731113433837890625e+00,4.444364547729492188e+01
-5.921640872955322266e+00,-9.860908508300781250e+00,4.567156219482421875e+01
-5.923001766204833984e+00,-1.000000000000000000e+01,4.642579269409179688e+01
-5.932165145874023438e+00,-9.205108642578125000e+00,3.864836502075195312e+01
-5.921512126922607422e+00,-1.000000000000000000e+01,4.639537811279296875e+01
-5.928129673004150391e+00,-8.644880294799804688e+00,3.884815597534179688e+01
-5.929038524627685547e+00,-7.703489780426025391e+00,3.993747711181640625e+01
-5.928476810455322266e+00,-8.138983726501464844e+00,4.160739898681640625e+01
-5.932796478271484375e+00,-7.321475982666015625e+00,3.684036254882812500e+01
-5.933440208435058594e+00,-7.227838993072509766e+00,3.626274108886718750e+01
-5.932768344879150391e+00,-8.227890014648437500e+00,4.148982238769531250e+01
-5.936043262481689453e+00,-6.758252143859863281e+00,3.584364700317382812e+01
-5.940793991088867188e+00,-6.318791389465332031e+00,3.758401107788085938e+01
-5.957125186920166016e+00,-7.494847297668457031e+00,3.871176910400390625e+01
-5.962664127349853516e+00,-7.538314819335937500e+00,3.919929504394531250e+01
-5.950120449066162109e+00,-6.066407203674316406e+00,3.805323791503906250e+01
-5.953359127044677734e+00,-5.759841442108154297e+00,3.723356246948242188e+01
-5.962512016296386719e+00,-6.503455162048339844e+00,3.734733200073242188e+01
-5.993569850921630859e+00,-7.548327445983886719e+00,3.987545013427734375e+01
-5.997540950775146484e+00,-7.915495395660400391e+00,4.260189437866210938e+01
-6.003050327301025391e+00,-6.865831851959228516e+00,3.689096069335937500e+01
-6.017801761627197266e+00,-7.469398975372314453e+00,3.963231277465820312e+01
