evaluation,mape
2.000000000000000000e+00,7.647352046556860072e-01
1.000000000000000000e+01,4.585103924759740823e-01
2.000000000000000000e+01,4.499078069659362966e-01
3.000000000000000000e+01,4.061117574034257549e-01
4.000000000000000000e+01,3.666865602645357769e-01
5.000000000000000000e+01,2.902014127806739063e-01
6.000000000000000000e+01,2.486975982526107021e-01
7.000000000000000000e+01,2.156043328622604949e-01
8.000000000000000000e+01,2.036330790231706822e-01
9.000000000000000000e+01,1.942707593848601033e-01
1.000000000000000000e+02,1.825783789034868820e-01
