evaluation,mape
2.000000000000000000e+00,9.514288417682742471e-01
1.000000000000000000e+01,8.089742189809386863e-01
2.000000000000000000e+01,5.298006066183923446e-01
3.000000000000000000e+01,3.369620938096524188e-01
4.000000000000000000e+01,2.314368028113278353e-02
5.000000000000000000e+01,1.854009262362629751e-02
6.000000000000000000e+01,6.714926645751098828e-03
7.000000000000000000e+01,5.740639680566305206e-03
8.000000000000000000e+01,6.383376404096429563e-03
9.000000000000000000e+01,4.125868042480319159e-03
1.000000000000000000e+02,4.074665165304042908e-03
