evaluation,mape
2.000000000000000000e+00,9.873341674022851899e-01
1.000000000000000000e+01,9.977492495421155239e-01
2.000000000000000000e+01,9.884019773556290689e-01
3.000000000000000000e+01,9.924498031627001504e-01
4.000000000000000000e+01,9.933172376307933815e-01
5.000000000000000000e+01,9.930210545903238595e-01
6.000000000000000000e+01,9.918546873772570160e-01
7.000000000000000000e+01,9.929822976212870911e-01
8.000000000000000000e+01,9.924827015143236064e-01
9.000000000000000000e+01,9.908968019199521082e-01
1.000000000000000000e+02,9.919297029697186074e-01
