evaluation,mape
2.000000000000000000e+00,9.955703524423349382e-01
1.000000000000000000e+01,9.815141488828714733e-01
2.000000000000000000e+01,6.940645688332881535e-01
3.000000000000000000e+01,6.415605455787194433e-01
4.000000000000000000e+01,3.742510446350608699e-01
5.000000000000000000e+01,2.237311889950301669e-01
6.000000000000000000e+01,1.183857288578194639e-01
7.000000000000000000e+01,4.932694073677030416e-02
8.000000000000000000e+01,3.400621518965286916e-02
9.000000000000000000e+01,2.161301087535465876e-02
1.000000000000000000e+02,2.031987267055947524e-02
