evaluation,mape
2.000000000000000000e+00,2.244222409301225019e-01
1.000000000000000000e+01,2.160658990433798610e-01
2.000000000000000000e+01,2.047936057272299604e-01
3.000000000000000000e+01,2.005743371960218291e-01
4.000000000000000000e+01,1.895097329361103977e-01
5.000000000000000000e+01,1.802693637131528026e-01
6.000000000000000000e+01,1.964235213421701431e-01
7.000000000000000000e+01,1.973694679195224233e-01
8.000000000000000000e+01,2.094582963518196450e-01
9.000000000000000000e+01,1.401004895940166917e-01
1.000000000000000000e+02,1.028910684401642128e-01
