evaluation,mape
2.000000000000000000e+00,9.408229144480079187e-01
1.000000000000000000e+01,8.372715056358248642e-01
2.000000000000000000e+01,5.123591378672068819e-01
3.000000000000000000e+01,3.072779057105725076e-01
4.000000000000000000e+01,3.095046769750988691e-01
5.000000000000000000e+01,4.032454256878698073e-02
6.000000000000000000e+01,1.205470854795937137e-02
7.000000000000000000e+01,1.107429291149522772e-02
8.000000000000000000e+01,1.158039915261700227e-02
9.000000000000000000e+01,5.655789912831054277e-03
1.000000000000000000e+02,5.303974499161353238e-03
