evaluation,mape
2.000000000000000000e+00,9.830031404175797460e-01
1.000000000000000000e+01,9.576438711294141815e-01
2.000000000000000000e+01,8.778009145617291509e-01
3.000000000000000000e+01,8.256839708817105272e-01
4.000000000000000000e+01,5.302140583654781913e-01
5.000000000000000000e+01,1.133403049916606870e-01
6.000000000000000000e+01,1.112722267661823972e-01
7.000000000000000000e+01,1.133284275054515233e-01
8.000000000000000000e+01,1.269307325002252129e-01
9.000000000000000000e+01,1.258366016212218441e-01
1.000000000000000000e+02,1.406725342486971897e-01
