evaluation,mape
2.000000000000000000e+00,9.914126759328893979e-01
1.000000000000000000e+01,9.350766262825246367e-01
2.000000000000000000e+01,7.261776686392458213e-01
3.000000000000000000e+01,5.279777240225578261e-01
4.000000000000000000e+01,3.049731906326736963e-01
5.000000000000000000e+01,2.994890412644513056e-01
6.000000000000000000e+01,2.154650058641295329e-01
7.000000000000000000e+01,1.619237906927959714e-01
8.000000000000000000e+01,1.614206639023419987e-01
9.000000000000000000e+01,1.684324030048817700e-01
1.000000000000000000e+02,1.274936631440255486e-01
