evaluation,mape
2.000000000000000000e+00,8.086200455843279844e-01
1.000000000000000000e+01,7.079133360135047015e-01
2.000000000000000000e+01,8.136935031719063627e-01
3.000000000000000000e+01,3.671075677205313248e-01
4.000000000000000000e+01,2.952353704072202545e-01
5.000000000000000000e+01,6.567185286707344360e-02
6.000000000000000000e+01,6.947391591801120592e-02
7.000000000000000000e+01,7.145531913078624620e-02
8.000000000000000000e+01,4.181617227271625103e-02
9.000000000000000000e+01,2.022411848321080396e-02
1.000000000000000000e+02,1.884455460189926948e-02
