evaluation,mape
2.000000000000000000e+00,7.149315765965492675e-01
1.000000000000000000e+01,5.725802140492253223e-01
2.000000000000000000e+01,3.069438491960219118e-01
3.000000000000000000e+01,1.302880131728774427e-01
4.000000000000000000e+01,1.085001055791364882e-01
5.000000000000000000e+01,8.835713955018049959e-02
6.000000000000000000e+01,8.222966662619514422e-02
7.000000000000000000e+01,6.889097879103518729e-02
8.000000000000000000e+01,3.832937003611865123e-02
9.000000000000000000e+01,3.584216212305323113e-02
1.000000000000000000e+02,3.642872999792245992e-02
