evaluation,mape
2.000000000000000000e+00,9.924604225741633368e-01
1.000000000000000000e+01,6.786694289331733909e-01
2.000000000000000000e+01,7.280130560792431593e-01
3.000000000000000000e+01,5.419942193377189632e-01
4.000000000000000000e+01,3.096124328948907101e-01
5.000000000000000000e+01,2.208252261245642889e-01
6.000000000000000000e+01,1.859888794912409049e-01
7.000000000000000000e+01,1.960487815224921659e-01
8.000000000000000000e+01,2.322488975138392031e-01
9.000000000000000000e+01,2.355993554099926612e-01
1.000000000000000000e+02,2.408674941100134026e-01
