evaluation,mae
2.000000000000000000e+00,2.707716823220252866e+00
1.000000000000000000e+01,1.175672917366027859e+00
2.000000000000000000e+01,3.959950065612792836e-01
3.000000000000000000e+01,2.458291149139404386e-01
4.000000000000000000e+01,1.245490264892578081e-01
5.000000000000000000e+01,7.343592643737792414e-02
6.000000000000000000e+01,7.166588306427001953e-02
7.000000000000000000e+01,6.516393184661865845e-02
8.000000000000000000e+01,6.795341014862060769e-02
9.000000000000000000e+01,6.713438987731933094e-02
1.000000000000000000e+02,6.861266136169433261e-02
