evaluation,mae
2.000000000000000000e+00,2.063503612279891986e+00
1.000000000000000000e+01,1.691777441501617352e+00
2.000000000000000000e+01,8.062793445587158603e-01
3.000000000000000000e+01,6.973962306976317915e-01
4.000000000000000000e+01,3.711618423461914285e-01
5.000000000000000000e+01,3.311180639266967929e-01
6.000000000000000000e+01,3.086431741714477650e-01
7.000000000000000000e+01,3.411859846115112282e-01
8.000000000000000000e+01,3.400282740592956432e-01
9.000000000000000000e+01,1.782121419906616266e-01
1.000000000000000000e+02,1.962908554077148482e-01
