evaluation,mae
2.000000000000000000e+00,2.839363057911396204e+00
1.000000000000000000e+01,2.304189443588256836e+00
2.000000000000000000e+01,9.570636081695557129e-01
3.000000000000000000e+01,3.077932262420654541e-01
4.000000000000000000e+01,1.187201690673828081e-01
5.000000000000000000e+01,7.962033271789550892e-02
6.000000000000000000e+01,7.453154563903809093e-02
7.000000000000000000e+01,4.899220466613769809e-02
8.000000000000000000e+01,8.721308708190918246e-02
9.000000000000000000e+01,8.423067092895507313e-02
1.000000000000000000e+02,3.048790931701660101e-02
