controllable,controllable,controllable,controllable,controllable,dynamic,output
3.682283766187754992e-02,3.058446959202898441e-01,3.502430928945078348e-01,3.055786862055215325e-01,9.294115545603686135e-01,4.377440533927736688e-01,2.570222775342633215e-01
9.398465156555175781e-01,9.826791286468505859e-01,8.012326359748840332e-01,4.829142242670059204e-02,3.226880216971039772e-03,4.393408000469207764e-01,3.966320306062698364e-03
8.241313695907592773e-02,2.723761498928070068e-01,2.084501236677169800e-01,2.530560493469238281e-01,8.342708349227905273e-01,4.646749198436737061e-01,1.029740273952484131e-01
9.572820663452148438e-01,8.211966156959533691e-01,1.077855564653873444e-02,3.020940423011779785e-01,7.405534982681274414e-01,4.214988648891448975e-01,3.526666201651096344e-03
1.485374663025140762e-02,3.219832479953765869e-01,4.206291437149047852e-01,3.271886408329010010e-01,9.769797325134277344e-01,4.616228640079498291e-01,3.570901751518249512e-01
0.000000000000000000e+00,8.730540275573730469e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.358193874359130859e-01,3.428705036640167236e-03
0.000000000000000000e+00,3.438657820224761963e-01,5.116383433341979980e-01,3.582765161991119385e-01,1.000000000000000000e+00,4.321302771568298340e-01,3.834636211395263672e-01
1.000000000000000000e+00,3.437340259552001953e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.969446420669555664e-01,3.958116285502910614e-03
0.000000000000000000e+00,2.704417109489440918e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.080585837364196777e-01,9.257835918106138706e-04
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.901457846164703369e-01,0.000000000000000000e+00,3.843567967414855957e-01,2.606990747153759003e-02
0.000000000000000000e+00,2.512270510196685791e-01,6.206381320953369141e-01,3.556085228919982910e-01,1.000000000000000000e+00,4.219771027565002441e-01,3.893578648567199707e-01
1.000000000000000000e+00,2.685032486915588379e-01,0.000000000000000000e+00,3.511681556701660156e-01,0.000000000000000000e+00,3.739802837371826172e-01,4.009958356618881226e-02
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.195356130599975586e-01,1.000000000000000000e+00,4.099781513214111328e-01,4.910880306852050126e-05
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.034154176712036133e-01,1.000000000000000000e+00,4.155706465244293213e-01,1.279451511800289154e-02
5.847090110182762146e-02,0.000000000000000000e+00,5.651848912239074707e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.023793339729309082e-01,3.270674645900726318e-01
0.000000000000000000e+00,1.874951720237731934e-01,4.983321726322174072e-01,1.724839806556701660e-01,2.595530450344085693e-01,4.500413537025451660e-01,1.782500028610229492e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.557117551565170288e-01,0.000000000000000000e+00,4.170214831829071045e-01,2.033376842737197876e-01
1.932568289339542389e-02,2.912214100360870361e-01,3.489392995834350586e-01,5.537839978933334351e-02,7.883477956056594849e-02,4.266380369663238525e-01,5.011733770370483398e-01
0.000000000000000000e+00,1.732783764600753784e-01,6.752277016639709473e-01,3.334872424602508545e-02,0.000000000000000000e+00,3.823006153106689453e-01,2.695109248161315918e-01
0.000000000000000000e+00,2.074206471443176270e-01,7.041742801666259766e-01,1.782889217138290405e-01,1.541409194469451904e-01,4.001275002956390381e-01,8.856311440467834473e-01
0.000000000000000000e+00,1.814841032028198242e-01,0.000000000000000000e+00,1.730351150035858154e-01,7.612752914428710938e-01,4.455637037754058838e-01,3.868214413523674011e-02
1.000000000000000000e+00,1.000000000000000000e+00,5.007302761077880859e-01,1.742241084575653076e-01,1.000000000000000000e+00,4.087077677249908447e-01,2.353879535803571343e-04
5.721643567085266113e-02,1.000000000000000000e+00,4.974062740802764893e-01,1.737543195486068726e-01,0.000000000000000000e+00,4.453307390213012695e-01,5.954011157155036926e-02
0.000000000000000000e+00,8.881393820047378540e-02,5.007318258285522461e-01,1.735562533140182495e-01,0.000000000000000000e+00,4.210516810417175293e-01,4.505208134651184082e-01
0.000000000000000000e+00,2.004690468311309814e-01,4.906638860702514648e-01,1.782352924346923828e-01,3.959695622324943542e-02,4.582732915878295898e-01,6.803437471389770508e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.524831652641296387e-01,0.000000000000000000e+00,3.384298980236053467e-01,4.355176985263824463e-01,9.332926273345947266e-01
0.000000000000000000e+00,2.557728588581085205e-01,3.109650611877441406e-01,1.000000000000000000e+00,2.530998587608337402e-01,4.091356396675109863e-01,1.320514082908630371e-02
0.000000000000000000e+00,0.000000000000000000e+00,3.083283603191375732e-01,2.247353345155715942e-01,2.622449100017547607e-01,3.713473379611968994e-01,1.191810607910156250e+00
0.000000000000000000e+00,1.000000000000000000e+00,8.576651215553283691e-01,3.442896008491516113e-01,3.519493043422698975e-01,3.391762375831604004e-01,8.654323965311050415e-02
1.669932752847671509e-01,3.758788108825683594e-01,0.000000000000000000e+00,1.094657778739929199e-01,2.855247855186462402e-01,3.496805131435394287e-01,6.540588140487670898e-01
7.725799083709716797e-01,1.083078160881996155e-01,3.974899947643280029e-01,9.956569075584411621e-01,6.120631098747253418e-01,3.099131584167480469e-01,9.469413198530673981e-04
7.362710237503051758e-01,8.187267929315567017e-02,3.722378611564636230e-02,3.882116675376892090e-01,3.651058375835418701e-01,3.236872553825378418e-01,3.943539559841156006e-01
