evaluation,mae
2.000000000000000000e+00,2.231665186882019203e+00
1.000000000000000000e+01,1.171020545959472692e+00
2.000000000000000000e+01,2.034636514782905525e+00
3.000000000000000000e+01,1.188114957809448313e+00
4.000000000000000000e+01,6.993747162818908514e-01
5.000000000000000000e+01,1.505997371673583884e-01
6.000000000000000000e+01,1.602657675743102972e-01
7.000000000000000000e+01,1.859995126724243164e-01
8.000000000000000000e+01,1.419941735267639116e-01
9.000000000000000000e+01,1.397289824485778709e-01
1.000000000000000000e+02,1.355226182937622204e-01
