evaluation,mae
2.000000000000000000e+00,2.808009636402130305e+00
1.000000000000000000e+01,2.861247777901589906e+00
2.000000000000000000e+01,2.782717891931533849e+00
3.000000000000000000e+01,1.219955220222473047e+00
4.000000000000000000e+01,2.619044208526611350e-01
5.000000000000000000e+01,2.777528762817382812e-02
6.000000000000000000e+01,3.719296455383300920e-02
7.000000000000000000e+01,3.124184608459472726e-02
8.000000000000000000e+01,2.144998550415038938e-02
9.000000000000000000e+01,2.060021400451660101e-02
1.000000000000000000e+02,1.500895500183105531e-02
